id;category;subcategory;manufacturer;brand_owner;brand;sub-brand;flavour;description;rating;location;image
72649610901;Beverage;Energy Drink;Lidl Stiftung & Co.;Lidl Stiftung & Co.;Kong Strong;;Cola;;2;Helsinki;
66244465781;Beverage;Energy Drink;Lidl Stiftung & Co.;Lidl Stiftung & Co.;Kong Strong;;Wild Power;;3;Helsinki;
88282157319;Beverage;Energy Drink;Lidl Stiftung & Co.;Lidl Stiftung & Co.;Kong Strong;;Colossus;;4;Helsinki;
61235765013;Beverage;Energy Drink;Leader Foods ;Leader Foods ;Leader;;Cola Energy Drink;;3;Helsinki;
69012767771;Beverage;Energy Drink;Leader Foods ;Leader Foods ;Leader;;2KICK Energy Drink Cola;;2;Helsinki;
97460077428;Beverage;Energy Drink;Leader Foods ;Leader Foods ;Leader;;Reburn Reactive Drink;Lemon Flavour;3;Helsinki;
50469304937;Beverage;Energy Drink;Laihian Mallas ;Laihian Mallas ;Laihian Mallas;;Vita Nova;;2;Helsinki;
50230931575;Beverage;Energy Drink;KDM Marketing;KDM Marketing;Volt;;Power Cola;;3,5;Helsinki;
54031019327;Beverage;Energy Drink;KDM Marketing;KDM Marketing;Volt;;Cola Orange;;3;Helsinki;
37545787830;Beverage;Energy Drink;KDM Marketing;KDM Marketing;Volt;;Classic Cola;;3;Helsinki;
51431624486;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Cola;;3,5;Helsinki;
62412622208;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Sitruuna-Lime;;3;Helsinki;
42101062847;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Persikka-Mango;;3;Helsinki;
46809976251;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Vadelma-Acai;;2;Helsinki;
90450437405;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Peach Vibe;;3;Helsinki;
75302053072;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Omena-Inkivääri;;4;Helsinki;
44789900602;Beverage;Energy Drink;Func Food;Func Food;Celsius;;19 Frozen Berry;;4;Helsinki;
56050983691;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Tropical Twist Pineapple, Strawberry & Lime;;2;Helsinki;
42647407196;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Lemon Crush Lemon Lime;;3,5;Helsinki;
91492655549;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Positive Energy Strawberry Marshmallow;;3;Helsinki;
78947673329;Beverage;Energy Drink;Func Food;Func Food;Celsius;;City Pulse Ruby Orange;;3;Helsinki;
38176978127;Beverage;Energy Drink;Func Food;Func Food;Celsius;;Blueberry Frost;Limited Edition;2;Helsinki;
67760868090;Beverage;Energy Drink;AMS Sourcing;AMS Sourcing;Euro Shopper;;Juiced Energy Drink;;4;Helsinki;
34787634370;Beverage;Energy Drink;AMS Sourcing;AMS Sourcing;Euro Shopper;;Energy Drink;;2;Helsinki;
70761804526;Beverage;Energy Drink;Refresco Benelux;Refresco Benelux;Euro Shopper;;Energy Drink with Berry Flavour;;3,5;Helsinki;
70265190856;Beverage;Energy Drink;XL Energy Drink Corp.;XL Energy Drink Corp.;XL;;Cranberry Energy;;2;Helsinki;
38867523497;Beverage;Energy Drink;XL Energy Drink Corp.;XL Energy Drink Corp.;XL;;Classic;;3;Helsinki;
27778736921;Beverage;Energy Drink;Nova Trade;Nova Trade;TAFF;;Energy Drink;;3,5;Helsinki;
51015322735;Beverage;Energy Drink;Nova Trade;Nova Trade;Coffee Cola;;Original;;3;Helsinki;
74563822753;Beverage;Energy Drink;Van Doorne Beverages;Van Doorne Beverages;Spam;;Energy Drink;;4;Helsinki;
14624740495;Beverage;Energy Drink;Truders;Truders;Energia;;Pure;;4;Helsinki;
14346039947;Beverage;Energy Drink;Gusto Organic;Gusto Organic;Gusto;;Organic Original Energy;;4;Helsinki;
59387733737;Beverage;Energy Drink;ALKON Group;ALKON Group;Energy to Go;;Fire;;4;Helsinki;
24429404984;Beverage;Energy Drink;Eko Vit;Eko Vit;Euphoria;;Energy Drink;;4;Helsinki;
15610654000;Beverage;Energy Drink;No1 General Trading Sweden;No1 General Trading Sweden;Royal Crown;;Energy Drink;Limited Edition;3,5;Helsinki;
52085752994;Beverage;Energy Drink;AS A.Le Coq;AS A.Le Coq;A.Le Coq;;Dynami:t;;2;Helsinki;
72715985819;Beverage;Energy Drink;MM;MM;Beebad;;Original;;3;Helsinki;
98131152125;Beverage;Energy Drink;Evoke ;Evoke ;Oshee;;Classic Combu Energy;;2;Helsinki;
59418292074;Beverage;Energy Drink;NVE Pharmaceuticals;NVE Pharmaceuticals;Stacker 2 Extreme Energy;;Kickin' Classic Sugar Free;;3;Helsinki;
42651946713;Beverage;Energy Drink;NVE Pharmaceuticals;NVE Pharmaceuticals;Stacker 2 Extreme Energy;;Enraged Raspberry Zero;;4;Helsinki;
78029851677;Beverage;Energy Drink;NVE Pharmaceuticals;NVE Pharmaceuticals;Stacker 2 Extreme Energy;;Pounding Punch Zero;;4;Helsinki;
93271556248;Beverage;Energy Drink;Carabao Tawandang Co.;Carabao Tawandang Co.;Carabao Energy Drink;;Original;;2;Helsinki;
76222937123;Beverage;Energy Drink;iN's Mercato;iN's Mercato;Get up+ energy drink;;Original;;3;Helsinki;
89078537343;Beverage;Energy Drink;I.B.G.;I.B.G.;Chinotto;;Neri;;4;Helsinki;
44389039287;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Rainbow Unicorn;;3;Helsinki;
93738495527;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Peach Mango;;2;Helsinki;
15782883225;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Candy Apple Crisp;;3;Helsinki;
51578336361;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Bangster Berry;;4;Helsinki;
31919619172;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Frosé Rosé;;4;Helsinki;
28845925977;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Pina Colada;;2;Helsinki;
65443722375;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Lemon Drop;;3,5;Helsinki;
43747745012;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Blue Razz;;3;Helsinki;
56988648509;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Black Cherry Vanilla;;3;Helsinki;
65475071690;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Delish Strawberry Kiss;;2;Helsinki;
41050342571;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Krazy Key Lime Pie;;3;Helsinki;
17866929537;Beverage;Energy Drink;Bang Energy;Bang Energy;Bang Energy Drink;;Birthday Cake Bash;;4;Helsinki;
72384453495;Beverage;Energy Drink;Lohilo;Lohilo;Lohilo;;Unicorn Dreams;;4;Helsinki;
54396009733;Beverage;Energy Drink;Lohilo;Lohilo;Lohilo;;Bali Beach;;2;Helsinki;
85769935387;Beverage;Energy Drink;Lohilo;Lohilo;Lohilo;;Lemonade;;3,5;Helsinki;
67702632107;Beverage;Energy Drink;Lohilo;Lohilo;Lohilo;;Peach Lemon;;3;Helsinki;
41481209247;Beverage;Energy Drink;Lohilo;Lohilo;Lohilo;;Pink Beach;;3;Helsinki;
82796305436;Beverage;Energy Drink;Clean;Clean;clean drink;;Omena ja Päärynä;;4;Helsinki;
16426401930;Beverage;Energy Drink;Clean;Clean;clean drink;;Mansikka / Kiivi;;2;Helsinki;
29830374288;Beverage;Energy Drink;Clean;Clean;clean drink;;Veriappelsiini;;3,5;Helsinki;
81151023975;Beverage;Energy Drink;Clean;Clean;clean drink;;Sitrus-klementiini;;3;Helsinki;
29466093011;Beverage;Energy Drink;Clean;Clean;clean drink;;Vadelma/Mustaherukka;;3;Helsinki;
26440323742;Beverage;Energy Drink;Clean;Clean;clean;;Sav:D Jordgubb/Lime;;3;Helsinki;
89026538169;Beverage;Energy Drink;Clean;Clean;clean;;Sav:D Äpple;;2;Helsinki;
28611821138;Beverage;Energy Drink;Reign Beverage Company;Reign Beverage Company;Reign;;Razzle Berry;;4;Helsinki;
21301166723;Beverage;Energy Drink;Reign Beverage Company;Reign Beverage Company;Reign;;Sour Apple;;4;Helsinki;
13160543336;Beverage;Energy Drink;Reign Beverage Company;Reign Beverage Company;Reign;;Melon Mania;;2;Helsinki;
79996626238;Beverage;Energy Drink;Reign Beverage Company;Reign Beverage Company;Reign;;Lemon HDZ;;3,5;Helsinki;
39808789292;Beverage;Energy Drink;Reign Beverage Company;Reign Beverage Company;Reign;;Peach Fizz;;3;Helsinki;
39593304038;Beverage;Energy Drink;Reign Beverage Company;Reign Beverage Company;Reign;;Orange Creamsicle;;3;Helsinki;
65669824807;Beverage;Energy Drink;Energy Beverages Europe Limited;Energy Beverages Europe Limited;Burn Energy Drink;;Mango;;3;Helsinki;
12455454490;Beverage;Energy Drink;Energy Beverages Europe Limited;Energy Beverages Europe Limited;Burn Energy Drink;;Sour Twist;;2;Helsinki;
77356968843;Beverage;Energy Drink;Energy Beverages Europe Limited;Energy Beverages Europe Limited;Burn Energy Drink;;Original;;3;Helsinki;
48251082822;Beverage;Energy Drink;Energy Beverages Europe Limited;Energy Beverages Europe Limited;Burn Energy Drink;;Apple Kiwi;;4;Helsinki;
49163910920;Beverage;Energy Drink;Energy Beverages Europe Limited;Energy Beverages Europe Limited;Burn Energy Drink;;Zero Peach;;4;Helsinki;
72432514862;Beverage;Energy Drink;EL-is;EL-is;Hustler;;Energizer;;3,5;Helsinki;
95803456960;Beverage;Energy Drink;First Class Brands of Sweden;First Class Brands of Sweden;Wolverine;;Energy Drink;;2;Helsinki;
47968114049;Beverage;Energy Drink;Puhdistamo - Real Foods;Puhdistamo - Real Foods;Puhdistamo;Natural Energy Drink;Original;;3,5;Helsinki;
71991565438;Beverage;Energy Drink;Puhdistamo - Real Foods;Puhdistamo - Real Foods;Puhdistamo;Natural Energy Drink;Vihreä Omega;;3;Helsinki;
42376487960;Beverage;Energy Drink;Lucozade;Lucozade;Lucozade;Energy;Original;;2;Helsinki;
48275753442;Beverage;Energy Drink;Ito En;Ito En;Ito En;;Go!;ビタミンパワー;3,5;Tokyo;IMG_3643
79838637079;Beverage;Energy Drink;Ito En;Ito En;Ito En;Vivit’s;桃 Soda;桃のおいしさ まるごとしゅわっと とろける甘み;3,5;Tokyo;IMG_2332
55048979051;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Invisible Sniper;Ver 1.0.0;3,5;Tokyo;IMG_3162
15968038601;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Grafitti Holic;Ver Face;3,5;Tokyo;IMG_3164
69308029786;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Quick Boost;Ver 1.0.0;3,5;Tokyo;IMG_3066
34643757884;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Caffeine 150mg;Ver 2.2.0 type T;3,5;Tokyo;IMG_3203
28599426166;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Utopia;Ver 1.1.0;3,5;Tokyo;IMG_3802
57919940534;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Toughness;Ver.1.0.0;3,5;Tokyo;IMG_3850
15961412670;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Unlimited Energy;Ver 1.0.0;4;Tokyo;IMG_4039
90088706165;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Unlimited Zero;;3,5;Tokyo;IMG_4039
25508139160;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Cold Sleep;Ver.-1.9.6;4;Tokyo;IMG_4180
67164215447;Beverage;Energy Drink;Zone Energy;Zone Energy;Zone;;Deep Dive;Ver.1.0.920;3,5;Tokyo;IMG_3924
26309595636;Beverage;Energy Drink;matsukiyo;matsukiyo;matsukiyo;Ex Strong;Original;;4;Tokyo;IMG_3098
93201925991;Beverage;Energy Drink;matsukiyo;matsukiyo;matsukiyo;Ex Strong;Shakki-n;;4;Tokyo;IMG_3990
56355949917;Beverage;Energy Drink;Kiiva;Kiiva;Kiiva;Punch;Orange & Apple Mix Flavor;;4;Tokyo;IMG_3024
28618489361;Beverage;Energy Drink;Kiiva;Kiiva;Kiiva;Energy Drink;Hydration;;3,5;Tokyo;IMG_3914
30943274018;Beverage;Energy Drink;Topvalu;Topvalu;Topvalu;;エナジードリンク;;3,5;Tokyo;IMG_3846
38001456239;Beverage;Energy Drink;Yamazaki;Yamazaki;Yamazaki;;Blizzard Energy;;3,5;Tokyo;IMG_4170
96280104174;Beverage;Energy Drink;Asahi Group Holdings;Asahi Group Holdings;Asahi;;アサヒ ドデカミン;;3,5;Tokyo;IMG_2587
59039278022;Beverage;Energy Drink;Go&Fun;Go&Fun;Go&Fun;Green Energy Drink;Racing Miku;2022 Ver;3;Tokyo;IMG_2916
73162988301;Beverage;Energy Drink;Asura;Asura;Asura;;Energy 6000;;3,5;Tokyo;IMG_4016
46904593279;Beverage;Energy Drink;Tominaga;Tominaga;Tominaga;;ガツンゴールド;;3,5;Tokyo;IMG_4146
77806327118;Beverage;Energy Drink;Tominaga;Tominaga;Tominaga;;Cola;Los Angeles Sunshine;3,5;Tokyo;IMG_4250
65256089627;Beverage;Energy Drink;Tominaga;Tominaga;Tominaga;;サイダー;ビタミンC入り;3;Tokyo;IMG_4253
86286280822;Beverage;Ice Tea;The Coca-Cola Company;The Coca-Cola Company;Peace Tea;;Raspberry;;3;Helsinki;
26057765153;Beverage;Ice Tea;Refresco;SOK;Rainbow;Ice Tea;Peach;;2;Helsinki;
75772685623;Beverage;Ice Tea;Refresco;SOK;Rainbow;Ice Tea;Lemon;;3;Helsinki;
87318198694;Beverage;Ice Tea;Eckes-Granini;Eckes-Granini;Marli;Ice Tea;Lemon Sokeriton;;3,5;Helsinki;
30194906463;Beverage;Ice Tea;Eckes-Granini;Eckes-Granini;Marli;Ice Tea;Lemon;;3;Helsinki;
98540442592;Beverage;Ice Tea;Eckes-Granini;Eckes-Granini;Marli;Ice Tea;Peach;;3;Helsinki;
65135908453;Beverage;Ice Tea;Eckes-Granini;Eckes-Granini;Marli;;Green Tea & Lime;;2;Helsinki;
22567563887;Beverage;Ice Tea;BOS Brands  ;BOS Brands  ;BOS Ice Rooibos;;Lemon;;3,5;Helsinki;
59635145382;Beverage;Ice Tea;BOS Brands  ;BOS Brands  ;BOS Ice Rooibos;;Lime & Ginger;;3;Helsinki;
77867249352;Beverage;Ice Tea;BOS Brands  ;BOS Brands  ;BOS Ice Rooibos;;Peach;;3;Helsinki;
56262321548;Beverage;Ice Tea;Unilever;Unilever;Lipton;Ice Tea ;Peach;;3,5;Helsinki;
67629419364;Beverage;Ice Tea;Unilever;Unilever;Lipton;Ice Tea;Green;;3;Helsinki;
55147848190;Beverage;Ice Tea;Unilever;Unilever;Lipton;Ice Tea ;Lemon;;3;Helsinki;
36595342561;Beverage;Ice Tea;Unilever;Unilever;Lipton;;Milk Caramel Tea;;3,5;Tokyo;IMG_4046
99838055789;Beverage;Ice Tea;Sinebrychoff ;Sinebrychoff ;Fuzetea;Musta Tee ;Sitruuna;;3;Helsinki;
81555152848;Beverage;Ice Tea;Sinebrychoff ;Sinebrychoff ;Fuzetea;Musta Tee ;Persikka ja Hibiskus;;2;Helsinki;
46568250096;Beverage;Ice Tea;Sinebrychoff ;Sinebrychoff ;Fuzetea;Vihreä Tee ;Mango Kamomilla;;3;Helsinki;
85510162022;Beverage;Ice Tea;Nokian Panimo ;Nokian Panimo ;Brewer's Cold Brew;Sparkling Tea;Pure Tea;;4;Helsinki;
18714855125;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;;Blueberry White Tea;;2;Helsinki;
81389610913;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;;Pomegranate Green Tea;;3;Helsinki;
76557158062;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;Iced Tea ;Lemon Flavour;;4;Helsinki;
39996346884;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;Iced Tea ;Peach Flavour;;4;Helsinki;
87672910292;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;;Half Iced Tea & Half Lemonade;;2;Helsinki;
27834864770;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;Original Green Tea;Citrus;;3,5;Helsinki;
81323065656;Beverage;Ice Tea;Arizona Beverage Company;Arizona Beverage Company;AriZona;Original Green Tea;Honey;;3;Helsinki;
53426144574;Beverage;Ice Tea;Loscher & Co.;Loscher & Co.;Club-Mate;;Ice-T Kraftstoff;;4;Helsinki;
21291849198;Beverage;Ice Tea;Acqua Minerale San Benedetto;Acqua Minerale San Benedetto;San Benedetto;Thè ;Sitruunatee;;3;Helsinki;
22530989621;Beverage;Ice Tea;Acqua Minerale San Benedetto;Acqua Minerale San Benedetto;San Benedetto;Thè ;Vihreä tee;;2;Helsinki;
87515423450;Beverage;Ice Tea;Acqua Minerale San Benedetto;Acqua Minerale San Benedetto;San Benedetto;Thè ;Persikkatee;;3;Helsinki;
80148603955;Beverage;Ice Tea;Hermann Pfanner Getränke ;Hermann Pfanner Getränke ;Pfanner;IceTea;Lemon-Lime;;2;Helsinki;
62632652361;Beverage;Ice Tea;Hermann Pfanner Getränke ;Hermann Pfanner Getränke ;Pfanner;IceTea;Mango-Maracuja;;3,5;Helsinki;
41161265588;Beverage;Ice Tea;Hermann Pfanner Getränke ;Hermann Pfanner Getränke ;Pfanner;IceTea;Peach;;3;Helsinki;
47401386210;Beverage;Ice Tea;Gustav Paulig ;Gustav Paulig ;Paulig Cold Brew;;Sparkling White Tea;;3;Helsinki;
44046996793;Beverage;Ice Tea;HAKUMA Handels;HAKUMA Handels;Hakuma;;Focus Ice Tea Premium Green Matcha;Mango - Lemon - Ginger;3;Helsinki;
49645816181;Beverage;Ice Tea;East Helsinki Trading;East Helsinki Trading;9 Luomu;;Ice-T;;2,5;Helsinki;
97820311825;Beverage;Ice Tea;FoodCare;FoodCare;Fitella;iceTEA;Black Tea Peach Flavour;;3;Helsinki;
43332274696;Beverage;Ice Tea;FoodCare;FoodCare;Fitella;iceTEA;Black Tea Lemon Flavour;;3,5;Helsinki;
88324310746;Beverage;Ice Tea;Suntory;Suntory;Suntory;Craft Boss;抹茶ラテ;甘濃〜い;3,5;Tokyo;IMG_3916
60364588734;Beverage;Ice Tea;Suntory;Suntory;Suntory;Craft Boss;ほうじ茶 ラテ;ほどける ほろり;3,5;Tokyo;IMG_3926
91912074351;Beverage;Ice Tea;Suntory;Suntory;Suntory;;サントリー はちみつ レモン;Honey & Lemon;4;Tokyo;IMG_3996
30584359049;Beverage;Ice Tea;Kirin;Kirin;Kirin;;午後の紅茶 Milk Tea;キャンディ茶葉 ミルクティー;3;Tokyo;IMG_4025
21096358729;Beverage;Ice Tea;Ito En;Ito En;Ito En;Oi Ocha;Green Tea;Unsweetened;3;Tokyo;IMG_2534
19842704778;Beverage;Ice Tea;The Coca-Cola Company;The Coca-Cola Company;紅茶花伝;Craft Tea;贅沢しぼりピーチティー;;3,5;Tokyo;IMG_3060
52419283435;Beverage;Ice Tea;The Coca-Cola Company;The Coca-Cola Company;紅茶花伝;;Royal Milk Tea;国産牛乳100%使用;3,5;Tokyo;IMG_3988
70484384033;Beverage;Ice Tea;コカ・コーラ;コカ・コーラ;コカ・コーラ;;やかんの麦茶;;3;Tokyo;IMG_2096
12916995320;Beverage;Ice Tea;Pokka Sapporo;Pokka Sapporo;Pokka Sapporo;;棒ほうじ茶;加賀;3,5;Tokyo;IMG_4007
30825781207;Beverage;Ice Tea;Kirin;Kirin;Kirin;;Fruits Tea;午後の紅茶 季節のご褒美;3,5;Tokyo;IMG_4009
73572057555;Beverage;Ice Tea;Kirin;Kirin;Kirin;;午後の紅茶;芳醇ロイヤル ミルクティー;3,5;Tokyo;IMG_4154
88915513683;Beverage;Ice Tea;DyDo Group Holdings;DyDo Group Holdings;DyDo;;葉の茶;熟成抹茶;4;Tokyo;IMG_3979
24078765837;Beverage;Ice Tea;Suntory;Suntory;Suntory;;Organic Azuki Bean Tea;;3;Tokyo;IMG_4207
84210663123;Beverage;Sports Drink;Monster Beverage Corporation;Monster Beverage Corporation;Monster Energy;Super Fuel;Killer Kiwi;;3,5;Tokyo;camphoto_1804928587
93621500508;Beverage;Sports Drink;The Coca-Cola Company;The Coca-Cola Company;Powerade;;Orange;;2;Helsinki;
64876949595;Beverage;Sports Drink;The Coca-Cola Company;The Coca-Cola Company;Powerade;;Mountain Blast;;3;Helsinki;
77582737879;Beverage;Sports Drink;PepsiCo;PepsiCo;Gatorade;;Lemon;;3;Helsinki;
24497203529;Beverage;Sports Drink;PepsiCo;PepsiCo;Gatorade;;Cool Blue;;4;Helsinki;
74494180139;Beverage;Sports Drink;PepsiCo;PepsiCo;Gatorade;;Blood Orange;;4;Helsinki;
52984482504;Beverage;Sports Drink;Olvi;Olvi;Teho;;Sport Mustikka-Acai;;2;Helsinki;
78429444593;Beverage;Sports Drink;East Asian Food ;East Asian Food ;Sponsor;;Original Flavoured;;2;Helsinki;
38844768796;Beverage;Sports Drink;Fuud;Fuud;iQ Fuel;;Focus Lemon Ice;;4;Helsinki;
64648854985;Beverage;Sports Drink;Asahi;Asahi;Asahi;;Super H20;;3;Tokyo;IMG_3380
79574532058;Beverage;BCAA;Hartwall;Hartwall;ED;BCAA ;Berry;;3;Helsinki;
77534759057;Beverage;BCAA;Hartwall;Hartwall;ED;BCAA ;Pear;;4;Helsinki;
53040732323;Beverage;BCAA;Hartwall;Hartwall;O.ME;;Focus & Energise;Acai & Pomegranate;4;Helsinki;
20065574383;Beverage;BCAA;Olvi;Olvi;Teho;Sport BCAA ;RED;;4;Helsinki;
21880665519;Beverage;BCAA;Olvi;Olvi;Teho;Sport BCAA ;BLUE;;4;Helsinki;
40162626293;Beverage;BCAA;Refresco;Refresco;Mega Force;BCAA;Strawberry Lemon;;4;Helsinki;
46185871264;Beverage;BCAA;Refresco;Refresco;Mega Force;BCAA;Berries;;2;Helsinki;
57789075673;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;;Caribbean;;3,5;Helsinki;
17048858751;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA ;Sunny Soda;;3;Helsinki;
99948121685;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA;Omena;;3;Helsinki;
17781094330;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA ;Päärynä;;2;Helsinki;
82010454928;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA ;Tropical;;3;Helsinki;
51840050170;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA ;Ice Soda;;4;Helsinki;
44464720899;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA ;Carnival Exotic;;4;Helsinki;
90495141503;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA ;Cloudy Soda;;2;Helsinki;
12579448685;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;BCAA;Miami Strawberry;;3,5;Helsinki;
27905853863;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;;Skumtomte;;3;Helsinki;
81191426161;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;;Skumnisse Metsämansikka;;3;Helsinki;
88866793179;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;;Rudolph's Apple;;2;Helsinki;
14367633188;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;;Carnival;;3;Helsinki;
70884150045;Beverage;BCAA;No Carbs Company ;No Carbs Company ;NOCCO;;Blueberry;;4;Helsinki;
33250173867;Beverage;BCAA;Harper Innovations;Harper Innovations;Moose Juice Extreme Energy;;Blue Raspberry Flavor;;3;Helsinki;
14234656895;Beverage;BCAA;Harper Innovations;Harper Innovations;Moose Juice Extreme Energy;;Berry Flavor;;4;Helsinki;
15488094913;Beverage;BCAA;Harper Innovations;Harper Innovations;Moose Juice Extreme Energy;;Green Apple Flavor;;4;Helsinki;
26512849672;Beverage;BCAA;Orkla Care ;Orkla;True BCAA;;Citrus;;2;Helsinki;
62256105871;Beverage;BCAA;Orkla Care ;Orkla;True BCAA;;Strawberry Acai;;3,5;Helsinki;
76553390831;Beverage;BCAA;Orkla Care ;Orkla;True BCAA;;Blueberry Acai;;3;Helsinki;
25485506941;Beverage;BCAA;Orkla Care ;Orkla;Maxim;BCAA Boost;Wild Strawberry;;3;Helsinki;
35957953937;Beverage;BCAA;Orkla Care ;Orkla;Maxim;BCAA Boost;Lemon Ginger;;2;Helsinki;
15080123578;Beverage;BCAA;First Class Brands of Sweden;First Class Brands of Sweden;Pro Brands;;Palma Beach;Strawberry & Raspberry;3;Helsinki;
69886398139;Beverage;BCAA;First Class Brands of Sweden;First Class Brands of Sweden;Pro Brands;;Passion Fruit;;4;Helsinki;
95395003742;Beverage;BCAA;First Class Brands of Sweden;First Class Brands of Sweden;Pro Brands;;Raspberry;;4;Helsinki;
29860269215;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Plus ;Mango & Guava;;3;Helsinki;
89551166144;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Plus ;Aprikoosi & Jasmiini;;3;Helsinki;
33151851102;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Plus ;Ananas & Passion;;2;Helsinki;
22517608364;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Plus ;Vesimeloni & Yuzu;Kromi+Sinkki;3;Helsinki;
29261024207;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Pro;Raparperi-vadelma;;4;Helsinki;
29974075071;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Pro ;Omena-inkivääri;;4;Helsinki;
75502834562;Beverage;Mineral Water;Hartwall;Hartwall;Novelle;Fresh;Mango+Appelsiini;;2;Helsinki;
56801178822;Beverage;Mineral Water;Hartwall;Hartwall;Hartwall;Vichy;Original;;3,5;Helsinki;
42246393418;Beverage;Mineral Water;Olvi;Olvi;KevytOlo;Mehukivennäisvesi;Kuningatar;;3;Helsinki;
73290555366;Beverage;Mineral Water;Olvi;Olvi;KevytOlo;Mehukivennäisvesi;Omena-Päärynä;;4;Helsinki;
62027521159;Beverage;Mineral Water;Olvi;Olvi;KevytOlo;;Sitruuna;;4;Helsinki;
39923506921;Beverage;Mineral Water;Refresco;SOK;Rainbow;;Trooppinen;Zn+E;4;Helsinki;
24138632537;Beverage;Mineral Water;Finn Spring ;Kesko;K-Menu;;Sitruuna;;2;Helsinki;
23728075178;Beverage;Mineral Water;Finn Spring ;SOK;Rainbow;Hiilihappojuoma;Trooppinen;;3,5;Helsinki;
98754889892;Beverage;Mineral Water;Finn Spring ;SOK;Rainbow;Hiilihappojuoma;Vadelma;B+C;3,5;Helsinki;
31153686556;Beverage;Mineral Water;Refresco;SOK;Rainbow;Hiilihapotettu Juoma;Mango;B6+B12;3;Helsinki;
78344230598;Beverage;Mineral Water;Finn Spring ;SOK;Kotimaista;Hiilihapotettu Kivennäisvesi;Karpalo;;2,5;Helsinki;
71193200492;Beverage;Mineral Water;Finn Spring ;SOK;Kotimaista;Hiilihapotettu Kivennäisvesi;Vadelma;;2;Helsinki;
92055265163;Beverage;Mineral Water;Refresco;SOK;Kotimaista;Hiilihapotettu Juoma;Mansikka raparperi;;2,5;Helsinki;
54339784626;Beverage;Mineral Water;Refresco;SOK;Kotimaista;Hiilihapotettu Juoma;Mustaherukka omena;;3;Helsinki;
